data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2020-12-20,202052,89.0,89,89,89,0.23530343,3.3127224,0,1,230440020205219589,2023-08-20,0,0.900219,2686612,,83.7092055666667,0,0,0,,,,,30.0,,,,,273270
2020-12-13,202051,79.0,79,79,79,0.024554748,2.9405065,0,1,230440020205119589,2023-08-20,0,0.7479032,2686612,,83.7414551333333,0,0,0,,,,,40.0,,,,,273270
2020-12-06,202050,105.0,105,105,105,0.40459275,3.9082682,0,1,230440020205019589,2023-08-20,0,0.9675494,2686612,,83.7737047,0,0,0,,,,,47.0,,,,,273270
2020-11-29,202049,112.0,112,112,112,0.5037647,4.1688194,0,1,230440020204919589,2023-08-20,0,1.0012599,2686612,,83.8059542666667,0,0,0,,,,,32.0,,,,,273270
2020-11-22,202048,100.0,100,100,100,0.19969293,3.72216,0,1,230440020204819589,2023-08-20,0,0.8908696,2686612,26.1666666666667,83.8382038333333,0,0,0,72.7590541666667,58.2593918333333,28.1449276666667,31,39.0,,,,,273270
2020-11-15,202047,122.0,122,122,122,0.85001564,4.541035,0,1,230440020204719589,2023-08-20,9,1.1469272,2686612,26.5714285714286,85.1289542857143,0,0,0,74.8971568571429,61.9671715714286,28.3217447142857,31.1428571428571,64.0,,,,,273270
2020-11-08,202046,107.0,107,107,107,0.77632153,3.9827113,0,1,230440020204619589,2023-08-20,21,1.1123388,2686612,25.8571428571429,85.2254355714286,0,0,0,74.0881464285714,56.4480862857143,28.1332817142857,31.4285714285714,54.0,,,,,273270
2020-11-01,202045,124.0,124,124,124,0.962461,4.6154785,0,1,230440020204519589,2023-08-20,18,1.2706859,2686612,26.4285714285714,86.6034011428571,0,0,0,74.6376985714286,60.3900897142857,28.1580524285714,31,50.0,,,,,273270
2020-10-25,202044,78.0,78,78,78,0.011487717,2.9032848,0,1,230440020204419589,2023-08-20,12,0.7159332,2686612,26,82.9296602857143,0,0,0,73.0525657142857,57.9005812857143,27.9997411428571,31.1428571428571,31.0,,,,,273270
2020-10-18,202043,93.0,93,93,93,0.030457083,3.461609,0,1,230440020204319589,2023-08-20,15,0.77320516,2686612,25.7142857142857,86.6475418571429,0,0,0,74.138898,57.0808157142857,27.8470497142857,31,46.0,,,,,273270
2020-10-11,202042,116.0,116,116,116,0.19525366,4.3177056,0,1,230440020204219589,2023-08-20,8,0.8962635,2686612,25.7142857142857,83.655334,0,0,0,71.7536211428571,55.3699808571429,27.8276397142857,31.1428571428571,55.0,,,,,273270
2020-10-04,202041,115.0,115,115,115,0.0716938,4.280484,0,1,230440020204119589,2023-08-20,14,0.8319411,2686612,25.5714285714286,83.6009708571429,0,0,0,72.3586948571429,56.2640225714286,27.6920288571429,30.7142857142857,50.0,,,,,273270
2020-09-27,202040,140.0,140,140,140,0.24369097,5.2110243,0,1,230440020204019589,2023-08-20,19,0.92198944,2686612,25.4285714285714,82.2245291428571,0,0,0,69.910616,49.9618948571429,27.652353,31.2857142857143,58.0,,,,,273270
2020-09-20,202039,124.0,124,124,124,0.004763984,4.6154785,0,1,230440020203919589,2023-08-20,11,0.7373722,2686612,25.2857142857143,84.3470745714286,0,0,0,71.4728571428571,56.1041608571429,27.3216874285714,30.1428571428571,59.0,,,,,273270
2020-09-13,202038,162.0,162,162,162,0.037157096,6.0298996,0,1,230440020203819589,2023-08-20,15,0.8278463,2686612,24.5714285714286,82.1404157142857,0,0,0,70.1810085714286,51.972187,27.21765,30.5714285714286,80.0,,,,,273270
2020-09-06,202037,160.0,160,160,160,6.191724e-05,5.9554563,0,1,230440020203719589,2023-08-20,14,0.6777599,2686612,24.4285714285714,84.3114497142857,0,0,0,69.6530522857143,50.392795,27.3330748571429,31.1428571428571,84.0,,,,,273270
2020-08-30,202036,182.0,182,182,182,2.5777917e-05,6.7743316,0,1,230440020203619589,2023-08-20,7,0.6803982,2686612,24.2857142857143,82.864964,0,0,1,69.256835,49.6800337142857,27.2530481428571,30.7142857142857,97.0,,,,,273270
2020-08-23,202035,242.0,242,242,242,0.05449288,9.0076275,0,1,230440020203519589,2023-08-20,13,0.86886966,2686612,24.5714285714286,85.0487494285714,0,0,1,71.519715,54.702031,27.0608177142857,3E+1,134.0,,,,,273270
2020-08-16,202034,293.0,293,293,293,0.52868587,10.90593,0,1,230440020203419589,2023-08-20,20,1.0059682,2686612,24.5714285714286,84.2417531428571,0,0,1,70.3536644285714,50.7447318571429,27.2349894285714,30.7142857142857,159.0,,,,,273270
2020-08-09,202033,272.0,272,272,272,0.027502093,10.124275,0,1,230440020203319589,2023-08-20,32,0.85380465,2686612,24.1428571428571,81.3896905714286,0,0,1,68.5901448571429,50.0781227142857,27.0313148571429,30.2857142857143,153.0,,,,,273270
2020-08-02,202032,276.0,276,276,276,0.00074563624,10.273162,0,1,230440020203219589,2023-08-20,22,0.77599365,2686612,23.2857142857143,82.7802711428571,0,0,1,66.600461,44.5857278571429,26.8783645714286,31.2857142857143,184.0,,,,,273270
2020-07-26,202031,328.0,328,328,328,0.0034818982,12.208685,0,1,230440020203119589,2023-08-20,23,0.8184729,2686612,23.5714285714286,79.9780325714286,0,0,1,66.5433028571429,48.7139904285714,26.8447202857143,30.4285714285714,210.0,,,,,273270
2020-07-19,202030,338.0,338,338,338,7.159612e-05,12.580901,0,1,230440020203019589,2023-08-20,48,0.7610486,2686612,23.7142857142857,85.8212525714286,0,0,1,69.7477744285714,50.3342498571429,26.917117,30.4285714285714,195.0,,,,,273270
2020-07-12,202029,416.0,416,416,416,0.025955595,15.484186,0,1,230440020202919589,2023-08-20,126,0.8777453,2686612,24,84.288414,0,0,1,70.596325,52.0041548571429,26.9565217142857,30.2857142857143,237.0,,,,,273270
2020-07-05,202028,437.0,437,437,437,0.13900681,16.26584,0,1,230440020202819589,2023-08-20,24,0.9304898,2686612,23.8571428571429,88.7457302857143,1,0,1,77.2885484285714,62.7120222857143,26.2134837142857,28.8571428571429,245.0,,,,,273270
2020-06-28,202027,506.0,506,506,506,0.98964554,18.83413,0,3,230440020202719589,2023-08-20,17,1.1629492,2686612,25,85.788016,0,1,1,74.1313557142857,56.6283315714286,27.133206,3E+1,293.0,,,,,273270
2020-06-21,202026,490.0,490,490,490,0.9993826,18.238585,0,3,230440020202619589,2023-08-20,149,1.2434037,2686612,24.2857142857143,85.7207354285714,0,1,1,72.4030328571429,54.5505834285714,26.8116342857143,29.7142857142857,300.0,,,,,273270
2020-06-14,202025,436.0,436,436,436,0.9975231,16.228619,0,3,230440020202519589,2023-08-20,69,1.2213656,2686612,24.1428571428571,90.2813908571429,1,1,1,76.9440584285714,61.9303574285714,26.858884,29.8571428571429,284.0,,,,,273270
2020-06-07,202024,388.0,388,388,388,0.9825261,14.441981,0,2,230440020202419589,2023-08-20,51,1.170464,2686612,24.1428571428571,91.8108014285714,1,1,1,80.8362777142857,66.4349541428571,26.2946428571429,29,254.0,,,,,273270
2020-05-31,202023,371.0,371,371,371,0.8778327,13.809214,0,2,230440020202319589,2023-08-20,20,1.0912403,2686612,24.8571428571429,90.326188,1,0,1,78.1014481428571,59.990658,27.3630954285714,30.8571428571429,249.0,,,,,273270
2020-05-24,202022,297.0,297,297,297,0.00020629962,11.054815,0,2,230440020202219589,2023-08-20,45,0.762846,2686612,24.8571428571429,89.5576822857143,1,0,1,76.2673428571429,59.8892222857143,27.8035714285714,31,209.0,,,,,273270
2020-05-17,202021,334.0,334,334,334,5.0135134e-07,12.432014,0,2,230440020202119589,2023-08-20,89,0.70690155,2686612,24.7142857142857,92.6501521428571,1,0,1,80.1446165714286,61.3805272857143,27.4166665714286,31,222.0,,,,,273270
2020-05-10,202020,357.0,357,357,357,1.2951218e-10,13.288112,0,2,230440020202019589,2023-08-20,39,0.65362,2686612,24.7142857142857,90.3049551428571,1,0,1,79.1828251428571,63.197789,27.0916668571429,3E+1,223.0,,,,,273270
2020-05-03,202019,477.0,477,477,477,0.004370814,17.754704,0,2,230440020201919589,2023-08-20,94,0.8496439,2686612,25.2857142857143,88.73615,1,0,1,74.742315,56.9601151428571,28.1785714285714,31.7142857142857,340.0,,,,,273270
2020-04-26,202018,591.0,591,591,591,0.9899247,21.997967,0,3,230440020201819589,2023-08-20,46,1.1501886,2686612,24.4285714285714,92.6155457142857,1,1,1,80.5717865714286,63.3815905714286,27.2023808571429,30.5714285714286,405.0,,,,,273270
2020-04-19,202017,599.0,599,599,599,0.9999994,22.295738,0,3,230440020201719589,2023-08-20,47,1.3526859,2686612,24.2857142857143,93.4150014285714,1,1,1,82.53169,64.841107,26.779762,30.2857142857143,434.0,,,,,273270
2020-04-12,202016,535.0,535,535,535,0.9999994,19.913557,0,2,230440020201619589,2023-08-20,100,1.3789284,2686612,24.7142857142857,91.0928464285714,1,1,1,80.3588565714286,62.1213945714286,27.4345234285714,31,385.0,,,,,273270
2020-04-05,202015,415.0,415,415,415,0.8531759,15.446964,0,2,230440020201519589,2023-08-20,131,1.0770539,2686612,25.7142857142857,91.1879494285714,1,0,1,78.9544014285714,63.8336071428571,28.5357145714286,31.5714285714286,311.0,,,,,273270
2020-03-29,202014,403.0,403,403,403,0.00125725,15.000305,0,2,230440020201419589,2023-08-20,95,0.81687343,2686612,25.4285714285714,91.9086328571429,1,0,1,81.4924021428571,67.9016035714286,27.8273811428571,30.5714285714286,282.0,,,,,273270
2020-03-22,202013,296.0,296,296,296,0.0,11.017594,0,2,230440020201319589,2023-08-20,137,0.45230758,2686612,25.7142857142857,88.8200665714286,1,0,1,74.3693592857143,59.003325,28.6249997142857,31.7142857142857,222.0,,,,,273270
2020-03-15,202012,421.0,421,421,421,0.0,15.670294,0,2,230440020201219589,2023-08-20,171,0.5682706,2686612,25.1428571428571,91.0982,1,0,1,79.3096294285714,64.4315948571429,27.6704542857143,30.8571428571429,343.0,,,,,273270
2020-03-08,202011,779.0,779,779,779,0.9118789,28.995626,0,2,230440020201119589,2023-08-20,109,1.072199,2686612,24.5714285714286,91.0928464285714,1,0,1,84.1875334285714,76.0979267142857,26.5000002857143,28.1428571428571,534.0,,,,,273270
2020-03-01,202010,736.0,736,736,736,0.9974278,27.395098,0,3,230440020201019589,2023-08-20,38,1.163496,2686612,25.4285714285714,90.3273628571429,1,1,1,80.336565,67.2822325714286,27.5497834285714,3E+1,453.0,,,,,273270
2020-02-23,202009,834.0,834,834,834,1.0,31.042816,0,3,230440020200919589,2023-08-20,70,1.5935681,2686612,25.5714285714286,88.8755172857143,1,1,1,82.913632,75.5460208571428,27.1677488571429,28.7142857142857,516.0,,,,,273270
2020-02-16,202008,587.0,587,587,587,0.99999994,21.84908,0,3,230440020200819589,2023-08-20,25,1.4057772,2686612,24.8571428571429,90.2996257142857,1,1,1,85.6782,80.1834454285714,26.0649348571429,27.2857142857143,343.0,,,,,273270
2020-02-09,202007,552.0,552,552,552,1.0,20.546324,0,3,230440020200719589,2023-08-20,13,1.6801798,2686612,26.1428571428571,87.3645307142857,1,1,1,81.8140114285714,75.831264,26.9428571428571,27.5714285714286,317.0,,,,,273270
2020-02-02,202006,405.0,405,405,405,0.99999994,15.074748,0,3,230440020200619589,2023-08-20,25,1.518344,2686612,24.8571428571429,91.0688171428571,1,1,1,82.8587435714286,72.5088541428571,26.6154762857143,28.5714285714286,208.0,,,,,273270
2020-01-26,202005,313.0,313,313,313,0.99998355,11.650361,0,3,230440020200519589,2023-08-20,48,1.43789,2686612,24.8571428571429,91.0972014285714,1,1,1,79.0628127142857,63.8746062857143,27.5833334285714,30.2857142857143,119.0,,,,,273270
2020-01-19,202004,258.0,258,258,258,0.99999946,9.603173,0,3,230440020200419589,2023-08-20,4,1.624601,2686612,27.2857142857143,80.2671802857143,0,1,1,70.985105,57.4438875714286,29.029762,31.7142857142857,110.0,,,,,273270
2020-01-12,202003,235.0,235,235,235,1.0,8.747076,0,1,230440020200319589,2023-08-20,14,2.281235,2686612,25.8571428571429,86.5696111428571,0,1,1,76.1617985714286,63.0497965714286,28.1071431428571,30.7142857142857,102.0,,,,,273270
2020-01-05,202002,167.0,167,167,167,1.0,6.216007,0,1,230440020200219589,2023-08-20,15,2.094827,2686612,25.8571428571429,86.6527782857143,0,0,0,76.5129394285714,64.6823847142857,27.7238097142857,29.8571428571429,72.0,,,,,273270
2019-12-29,202001,72.0,72,72,72,0.17244242,2.6799552,0,1,230440020200119589,2023-08-20,4,0.8596919,2686612,25.6666666666667,87.2293603333333,1,0,0,78.2967196666667,68.5742188333333,27.3944443333333,29.1666666666667,43.0,,,,,273270
2019-12-22,201952,66.0,66,66,66,0.01543508,2.4566257,0,1,230440020195219589,2023-08-20,2,0.70898956,2686612,27,76.9551738571429,0,0,0,73.9821612857143,70.5632217142857,27.4428571428571,28,66.0,,,,,273270
2019-12-15,201951,89.0,89,89,89,0.30055308,3.3127224,0,1,230440020195119589,2023-08-20,6,0.9261576,2686612,26.4285714285714,80.1713834285714,0,0,0,74.8462812857143,70.4713337142857,27.3,27.8571428571429,89.0,,,,,273270
2019-12-08,201950,91.0,91,91,91,0.5022465,3.3871658,0,1,230440020195019589,2023-08-20,7,1.0008334,2686612,26.5714285714286,78.9407677142857,0,0,0,74.3997465714286,71.1359208571429,27.2,27.5714285714286,91.0,,,,,273270
2019-12-01,201949,111.0,111,111,111,0.9475181,4.1315975,0,1,230440020194919589,2023-08-20,12,1.258624,2686612,26.4285714285714,78.1173622857143,0,0,0,75.9322564285714,73.4845985714286,26.9428571428571,27.2857142857143,111.0,,,,,273270
2019-11-24,201948,82.0,82,82,82,0.20101638,3.0521712,0,1,230440020194819589,2023-08-20,6,0.8811768,2686612,26.5714285714286,80.1636974285714,0,0,0,77.7600048571429,74.2457142857143,27.0285714285714,27.5714285714286,82.0,,,,,273270
2019-11-17,201947,88.0,88,88,88,0.15349597,3.2755008,0,1,230440020194719589,2023-08-20,9,0.8623603,2686612,26.1428571428571,79.5551131428571,0,0,0,76.1249691428571,72.9140737142857,26.9,27.2857142857143,88.0,,,,,273270
2019-11-10,201946,86.0,86,86,86,0.08358083,3.2010577,0,1,230440020194619589,2023-08-20,26,0.81877273,2686612,26,78.7606345714286,0,0,0,74.85394,71.5980785714286,26.7285714285714,27,86.0,,,,,273270
2019-11-03,201945,110.0,110,110,110,0.7915387,4.094376,0,1,230440020194519589,2023-08-20,15,1.1189067,2686612,25.8571428571429,79.4441531428571,0,0,0,75.6306508571429,74.0658357142857,26.6428571428571,27,110.0,,,,,273270
2019-10-27,201944,110.0,110,110,110,0.93133193,4.094376,0,1,230440020194419589,2023-08-20,11,1.234588,2686612,25.7142857142857,76.1178902857143,0,0,0,72.3448022857143,67.479576,26.4025974285714,27.2857142857143,110.0,,,,,273270
2019-10-20,201943,104.0,104,104,104,0.7600705,3.8710465,0,1,230440020194319589,2023-08-20,32,1.1054509,2686612,25.7142857142857,80.1115694285714,0,0,0,76.2652302857143,69.3273471428571,26.3896102857143,27.4285714285714,104.0,,,,,273270
2019-10-13,201942,81.0,81,81,81,0.004400724,3.0149498,0,1,230440020194219589,2023-08-20,47,0.6879147,2686612,25.4285714285714,80.9456451428571,0,0,0,75.4330621428571,69.855716,26.3636362857143,27.1428571428571,81.0,,,,,273270
2019-10-06,201941,76.0,76,76,76,4.3293385e-06,2.8288417,0,1,230440020194119589,2023-08-20,3,0.5394758,2686612,25.2857142857143,78.0855371428571,0,0,0,72.8850032857143,68.4300185714286,26.2077922857143,27,76.0,,,,,273270
2019-09-29,201940,122.0,122,122,122,0.057168297,4.541035,0,1,230440020194019589,2023-08-20,3,0.82499474,2686612,24.8571428571429,78.7320617142857,0,0,0,74.7745022857143,70.2446765714286,25.896104,26.7142857142857,122.0,,,,,273270
2019-09-22,201939,154.0,154,154,154,0.6915313,5.7321267,0,1,230440020193919589,2023-08-20,12,1.0594512,2686612,25.5714285714286,79.3640031428571,0,0,0,74.3944857142857,69.6607142857143,26.1558442857143,26.8571428571429,154.0,,,,,273270
2019-09-15,201938,156.0,156,156,156,0.7013587,5.8065696,0,1,230440020193819589,2023-08-20,4,1.062527,2686612,25.1428571428571,79.3922097142857,0,0,0,74.5623177142857,70.89141,26.1428568571429,26.8571428571429,156.0,,,,,273270
2019-09-08,201937,137.0,137,137,137,0.17968856,5.0993595,0,1,230440020193719589,2023-08-20,7,0.8979452,2686612,24.7142857142857,79.368024,0,0,0,74.0754547142857,68.9744028571429,26.0896105714286,27,137.0,,,,,273270
2019-09-01,201936,147.0,147,147,147,0.1974699,5.4715753,0,1,230440020193619589,2023-08-20,33,0.90780514,2686612,25.1428571428571,80.8942828571429,0,0,0,74.9786577142857,69.7293978571429,26.12987,26.8571428571429,147.0,,,,,273270
2019-08-25,201935,155.0,155,155,155,0.118591435,5.769348,0,1,230440020193519589,2023-08-20,5,0.87825245,2686612,24.7142857142857,76.1035414285714,0,0,0,71.65144,66.5246385714286,26.0000002857143,26.7142857142857,155.0,,,,,273270
2019-08-18,201934,153.0,153,153,153,0.019213954,5.694905,0,1,230440020193419589,2023-08-20,4,0.7996673,2686612,24.1428571428571,78.028914,0,0,0,73.541842,68.357,25.7272725714286,26.7142857142857,153.0,,,,,273270
2019-08-11,201933,183.0,183,183,183,0.15938516,6.811553,0,1,230440020193319589,2023-08-20,12,0.9034764,2686612,24.2857142857143,80.7464288571429,0,0,1,76.0383414285714,71.9920878571429,25.7922077142857,26.7142857142857,183.0,,,,,273270
2019-08-04,201932,189.0,189,189,189,0.19787575,7.0348825,0,1,230440020193219589,2023-08-20,19,0.9181233,2686612,23.2857142857143,80.194283,0,0,1,73.846807,67.7115678571429,25.1428568571429,26.2857142857143,189.0,,,,,273270
2019-07-28,201931,211.0,211,211,211,0.57297295,7.853758,0,1,230440020193119589,2023-08-20,3,1.0181341,2686612,24.4285714285714,83.4798608571429,0,0,1,77.8664314285714,72.0532207142857,25.8181817142857,27,211.0,,,,,273270
2019-07-21,201930,212.0,212,212,212,0.5247612,7.8909793,0,1,230440020193019589,2023-08-20,26,1.0060538,2686612,23.5714285714286,85.7722814285714,0,0,1,78.7698105714286,73.5501858571429,25.103896,26.1428571428571,212.0,,,,,273270
2019-07-14,201929,193.0,193,193,193,0.29238424,7.183769,0,1,230440020192919589,2023-08-20,17,0.9466643,2686612,24.7142857142857,85.6973865714286,0,0,1,79.2423234285714,74.564742,25.9480522857143,26.8571428571429,193.0,,,,,273270
2019-07-07,201928,229.0,229,229,229,0.9533929,8.5237465,0,1,230440020192819589,2023-08-20,3,1.1773348,2686612,24.4285714285714,84.9619802857143,0,1,1,78.5928091428571,72.8319571428571,25.8571428571429,27,229.0,,,,,273270
2019-06-30,201927,210.0,210,210,210,0.63857853,7.8165364,0,1,230440020192719589,2023-08-20,13,1.0354948,2686612,24.2857142857143,86.5154685714286,0,0,1,80.6301064285714,75.3924194285714,25.5454545714286,26.7142857142857,210.0,,,,,273270
2019-06-23,201926,176.0,176,176,176,0.0049699154,6.5510015,0,1,230440020192619589,2023-08-20,13,0.7730503,2686612,24.5714285714286,83.5202988571429,0,0,1,78.3933014285714,70.8795187142857,25.948052,27,176.0,,,,,273270
2019-06-16,201925,197.0,197,197,197,0.002059691,7.3326554,0,1,230440020192519589,2023-08-20,13,0.76341814,2686612,24.1428571428571,88.900726,1,0,1,83.6120064285714,77.3024665714286,25.4935062857143,27.1428571428571,197.0,,,,,273270
2019-06-09,201924,227.0,227,227,227,0.002922639,8.449304,0,1,230440020192419589,2023-08-20,11,0.78406805,2686612,24.4285714285714,87.4455748571429,1,0,1,82.4755114285714,77.0020908571429,25.8593074285714,27.2857142857143,227.0,,,,,273270
2019-06-02,201923,260.0,260,260,260,0.005339307,9.677616,0,1,230440020192319589,2023-08-20,20,0.8088071,2686612,25.1428571428571,85.8428625714286,0,0,1,80.1411992857143,74.882325,26.7142854285714,27.8571428571429,260.0,,,,,273270
2019-05-26,201922,288.0,288,288,288,0.012866591,10.719821,0,2,230440020192219589,2023-08-20,20,0.8372273,2686612,25.2857142857143,88.7249257142857,1,0,1,82.7090534285714,75.5685558571429,26.4415582857143,27.7142857142857,288.0,,,,,273270
2019-05-19,201921,322.0,322,322,322,0.08142017,11.985355,0,2,230440020192119589,2023-08-20,47,0.8985095,2686612,25,91.142973,1,0,1,86.4307684285714,80.2696794285714,26.0389605714286,27.1428571428571,322.0,,,,,273270
2019-05-12,201920,371.0,371,371,371,0.28002408,13.809214,0,2,230440020192019589,2023-08-20,14,0.958568,2686612,25.7142857142857,88.75895,1,0,1,84.2559085714286,80.9030314285714,26.7142857142857,27.5714285714286,371.0,,,,,273270
2019-05-05,201919,328.0,328,328,328,0.00019727371,12.208685,0,2,230440020191919589,2023-08-20,12,0.77166194,2686612,25.4285714285714,88.837671,1,0,1,83.2660872857143,78.9565661428571,26.6233765714286,27.8571428571429,328.0,,,,,273270
2019-04-28,201918,392.0,392,392,392,0.0013953276,14.590868,0,2,230440020191819589,2023-08-20,40,0.81635666,2686612,24.8571428571429,92.6621928571429,1,0,1,87.6260634285714,79.0354148571429,26.1323054285714,27.8571428571429,392.0,,,,,273270
2019-04-21,201917,436.0,436,436,436,9.3247065e-05,16.228619,0,2,230440020191719589,2023-08-20,30,0.78793705,2686612,24.8571428571429,94.2628207142857,1,0,1,87.754886,80.4971084285714,25.9267164285714,27.4285714285714,436.0,,,,,273270
2019-04-14,201916,426.0,426,426,426,1.2724798e-05,15.856402,0,2,230440020191619589,2023-08-20,46,0.76368725,2686612,24.8571428571429,95.0866885714286,1,0,1,88.7475751428571,79.9326622857143,25.8766237142857,27.5714285714286,426.0,,,,,273270
2019-04-07,201915,601.0,601,601,601,0.9999976,22.370182,0,3,230440020191519589,2023-08-20,13,1.3271708,2686612,25.2857142857143,91.868855,1,1,1,84.3175451428571,76.3405052857143,26.5405845714286,27.8571428571429,601.0,,,,,273270
2019-03-31,201914,670.0,670,670,670,1.0,24.938473,0,3,230440020191419589,2023-08-20,16,2.022519,2686612,24.4285714285714,93.4088835714286,1,1,1,88.9292605714286,83.0516362857143,25.5454545714286,26.7142857142857,670.0,,,,,273270
2019-03-24,201913,436.0,436,436,436,1.0,16.228619,0,3,230440020191319589,2023-08-20,18,1.7159704,2686612,24.1428571428571,95.8626971428571,1,1,1,91.4643008571429,82.3342392857143,25.3116885714286,26.7142857142857,436.0,,,,,273270
2019-03-17,201912,285.0,285,285,285,0.99994665,10.608156,0,3,230440020191219589,2023-08-20,36,1.4252461,2686612,24.5714285714286,95.0978478571429,1,1,1,89.6657664285714,78.3531917142857,25.7012988571429,26.8571428571429,285.0,,,,,273270
2019-03-10,201911,269.0,269,269,269,1.0,10.01261,0,3,230440020191119589,2023-08-20,59,1.7104844,2686612,24.4285714285714,95.8626971428571,1,1,1,91.5132008571429,85.8444838571429,25.2987011428571,26.2857142857143,269.0,,,,,273270
2019-03-03,201910,187.0,187,187,187,0.9996664,6.960439,0,2,230440020191019589,2023-08-20,9,1.4727577,2686612,23.5714285714286,95.0268535714286,1,1,1,89.4032471428571,82.2898204285714,25.1298702857143,26.7142857142857,187.0,,,,,273270
2019-02-24,201909,157.0,157,157,157,0.9970022,5.8437915,0,2,230440020190919589,2023-08-20,29,1.4005754,2686612,24.2857142857143,92.7645608571429,1,0,0,88.3497662857143,81.6179184285714,25.5194805714286,26.7142857142857,157.0,,,,,273270
2019-02-17,201908,119.0,119,119,119,0.6692324,4.4293704,0,2,230440020190819589,2023-08-20,25,1.0591575,2686612,26,91.9146207142857,1,0,0,86.3973084285714,82.3688204285714,26.9480517142857,27.5714285714286,119.0,,,,,273270
2019-02-10,201907,103.0,103,103,103,0.12450144,3.8338249,0,2,230440020190719589,2023-08-20,12,0.8570416,2686612,25.5714285714286,94.3561485714286,1,0,0,88.293488,83.8136111428571,26.9428571428571,28.1428571428571,103.0,,,,,273270
2019-02-03,201906,110.0,110,110,110,0.22497869,4.094376,0,2,230440020190619589,2023-08-20,5,0.9055656,2686612,25.5714285714286,95.93968,1,0,0,87.0050777142857,74.3841644285714,27.2446341428571,29.1428571428571,110.0,,,,,273270
2019-01-27,201905,120.0,120,120,120,0.7886008,4.4665923,0,2,230440020190519589,2023-08-20,21,1.111899,2686612,25.4285714285714,93.6654765714286,1,0,0,79.5143537142857,62.6068408571429,28.0773811428571,30.7142857142857,120.0,,,,,273270
2019-01-20,201904,141.0,141,141,141,0.9995723,5.2482457,0,2,230440020190419589,2023-08-20,10,1.5569988,2686612,25.2857142857143,92.0247931428571,1,0,0,78.7605608571429,62.0197532857143,27.8392857142857,30.5714285714286,141.0,,,,,273270
2019-01-13,201903,104.0,104,104,104,0.98958755,3.8710465,0,2,230440020190319589,2023-08-20,12,1.4174708,2686612,24.4285714285714,1E+2,1,0,0,88.1783135714286,76.599186,26.5142857142857,28.2857142857143,104.0,,,,,273270
2019-01-06,201902,87.0,87,87,87,0.99653655,3.2382793,0,2,230440020190219589,2023-08-20,4,1.5803962,2686612,25.4285714285714,91.9400314285714,1,0,0,86.2655357142857,80.2792105714286,26.5428571428571,27.4285714285714,87.0,,,,,273270
2018-12-30,201901,85.0,85,85,85,0.9996916,3.163836,0,2,230440020190119589,2023-08-20,4,1.8398335,2686612,26.4285714285714,87.3579152857143,1,0,0,81.7558828571429,78.2169311428571,27.1142857142857,27.5714285714286,85.0,,,,,273270
2018-12-23,201852,43.0,43,43,43,0.32939044,1.6005288,0,2,230440020185219589,2023-08-20,0,0.9115331,2686612,24.7142857142857,89.6747637142857,1,0,0,81.9691814285714,72.7401298571429,26.2880951428571,28.4285714285714,43.0,,,,,273270
2018-12-16,201851,40.0,40,40,40,0.26150584,1.4888641,0,2,230440020185119589,2023-08-20,0,0.87168264,2686612,25.4285714285714,88.0496217142857,1,0,0,75.3117978571428,59.932876,27.714286,30.1428571428571,40.0,,,,,273270
2018-12-09,201850,50.0,50,50,50,0.83561546,1.86108,0,1,230440020185019589,2023-08-20,0,1.2270641,2686612,25.4285714285714,87.4798615714286,1,0,0,74.7957387142857,58.9706897142857,27.9761902857143,30.8571428571429,50.0,,,,,273270
2018-12-02,201849,56.0,56,56,56,0.95489293,2.0844097,0,1,230440020184919589,2023-08-20,0,1.4158444,2686612,26.2857142857143,100.768192285714,1,0,0,86.7295642857143,79.9783667142857,26.9523808571429,27.7142857142857,56.0,,,,,273270
2018-11-25,201848,27.0,27,27,27,0.0813293,1.0049832,0,1,230440020184819589,2023-08-20,0,0.707347,2686612,26.1428571428571,85.2899632857143,0,0,0,80.2075378571429,74.8889448571429,27.1142857142857,27.8571428571429,27.0,,,,,273270
2018-11-18,201847,48.0,48,48,48,0.9174055,1.7866368,0,1,230440020184719589,2023-08-20,0,1.3554446,2686612,26.5714285714286,83.0040294285714,0,0,0,78.1022628571429,75.5183967142857,27.1428571428571,27.8571428571429,48.0,,,,,273270
2018-11-11,201846,36.0,36,36,36,0.62025166,1.3399776,0,1,230440020184619589,2023-08-20,0,1.075782,2686612,26.4285714285714,79.5003437142857,0,0,0,77.2017387142857,74.1717537142857,26.9142857142857,27.1428571428571,36.0,,,,,273270
2018-11-04,201845,37.0,37,37,37,0.6655538,1.3771993,0,1,230440020184519589,2023-08-20,0,1.1066974,2686612,26.2857142857143,80.1477531428571,0,0,0,76.7884257142857,73.5084,26.9,27.1428571428571,37.0,,,,,273270
2018-10-28,201844,30.0,30,30,30,0.3131896,1.1166481,0,1,230440020184419589,2023-08-20,0,0.8858981,2686612,26.1428571428571,81.5104534285714,0,0,0,77.974152,72.3891725714286,26.7792208571429,28,30.0,,,,,273270
