data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2025-04-13,202516,66.0,16,249,4,0.00040832578,2.5422192,0,2,230440020251620200,2025-04-22,,0.59961855,2596157,24.76088,93.0828,1,0,0,82.55014,68.6912,26.97484,29.65452,4.0,,,,,273270
2025-04-06,202515,67.0,28,171,15,4.8348755e-07,2.5807376,0,2,230440020251520200,2025-04-22,,0.4928775,2596157,24.8629,92.5547,1,0,0,83.7516714285714,71.5438571428571,26.8125285714286,29.1577571428571,10.0,,,,,273270
2025-03-30,202514,111.0,85,174,72,0.021072665,4.2755504,0,2,230440020251420200,2025-04-22,,0.7745521,2596157,24.6738571428571,92.5006714285714,1,0,0,84.3811857142857,72.2356857142857,26.5518714285714,28.8403714285714,43.0,,,,,273270
2025-03-23,202513,155.0,136,190,127,0.90556467,5.970363,0,2,230440020251320200,2025-04-22,,1.1675657,2596157,24.5622285714286,92.3172428571429,1,0,0,83.7562428571429,72.2318857142857,26.5742571428571,28.9718,52.0,,,,,273270
2025-03-16,202512,145.0,133,170,127,0.9708952,5.5851784,0,2,230440020251220200,2025-04-22,,1.2656246,2596157,24.2044428571429,94.6275285714286,1,0,0,85.3958571428571,71.3622142857143,26.1368714285714,28.6982,30.0,,,,,273270
2025-03-09,202511,150.0,143,168,140,0.99656683,5.777771,0,2,230440020251120200,2025-04-22,,1.4038417,2596157,24.3842714285714,94.3493857142857,1,0,0,86.8174285714286,75.5446428571429,25.9903,28.2812142857143,32.0,,,,,273270
2025-03-02,202510,96.0,90,106,89,0.2226616,3.6977732,0,2,230440020251020200,2025-04-22,,0.89849484,2596157,24.7183857142857,92.0000857142857,1,0,0,82.542,68.2877714285714,26.6763285714286,29.2628428571429,17.0,,,,,273270
2025-02-23,202509,106.0,102,115,102,0.6208733,4.082958,0,2,230440020250920200,2025-04-22,,1.0435659,2596157,24.2273714285714,93.9962714285714,1,0,0,86.9331285714286,77.4180857142857,25.9801571428571,27.9032714285714,20.0,,,,,273270
2025-02-16,202508,111.0,109,118,109,0.9348966,4.2755504,0,2,230440020250820200,2025-04-22,,1.2384223,2596157,24.6047857142857,92.4888285714286,1,0,0,83.8198714285714,71.6880142857143,26.5140428571429,28.9231428571429,9.0,,,,,273270
2025-02-09,202507,111.0,110,116,110,0.97742397,4.2755504,0,2,230440020250720200,2025-04-22,,1.3342547,2596157,25.0448,89.3682714285714,1,0,0,81.0408,68.3595714285714,26.8757428571429,29.2717428571429,7.0,,,,,273270
2025-02-02,202506,84.0,84,84,84,0.5500652,3.2355516,0,2,230440020250620200,2025-04-22,,1.0196519,2596157,24.8048428571429,91.8714571428571,1,0,0,82.4994428571429,69.5453428571429,26.5396571428571,29.0274,10.0,,,,,273270
2025-01-26,202505,73.0,73,73,73,0.3518602,2.8118484,0,2,230440020250520200,2025-04-22,,0.94005996,2596157,24.5664714285714,91.9733142857143,1,0,0,82.4953285714286,69.8162142857143,26.6459714285714,29.2515571428571,7.0,,,,,273270
2025-01-19,202504,98.0,98,98,98,0.98363733,3.7748103,0,2,230440020250420200,2025-04-22,,1.3916783,2596157,24.1229142857143,92.7445,1,0,0,85.4731285714286,76.4800428571429,25.9086714285714,28.1162857142857,10.0,,,,,273270
2025-01-12,202503,68.0,68,68,68,0.7593939,2.619256,0,2,230440020250320200,2025-04-22,,1.1322418,2596157,24.2960571428571,93.3607857142857,1,0,0,85.8919142857143,75.0171,26.0304857142857,28.1471571428571,11.0,,,,,273270
2025-01-05,202502,81.0,81,81,81,0.9860601,3.1199963,0,1,230440020250220200,2025-04-22,,1.4603363,2596157,25.1682428571429,91.8055428571429,1,0,0,81.7342857142857,68.1968285714286,27.2370857142857,29.7638,6.0,,,,,273270
2024-12-29,202501,57.0,57,57,57,0.25982305,2.1955528,0,1,230440020250120200,2025-04-22,,0.8898171,2596157,25.7805142857143,88.2900571428571,1,0,0,77.3304,61.7487428571429,27.8342714285714,30.6033285714286,3.0,,,,,273270
2024-12-22,202452,42.0,42,42,42,0.0005579081,1.6177758,0,1,230440020245220200,2025-04-22,,0.54408324,2596157,25.6462,86.9140285714286,0,0,0,75.0535285714286,57.0290571428571,27.7725428571429,31.0199285714286,5.0,,,,,273270
2024-12-15,202451,65.0,65,65,65,0.028380416,2.5037007,0,1,230440020245120200,2025-04-22,,0.7345261,2596157,25.2209571428571,89.8388714285714,1,0,0,78.2716285714286,61.2195857142857,27.4643,30.6846285714286,27.0,,,,,273270
2024-12-08,202450,82.0,82,82,82,0.07927795,3.1585147,0,1,230440020245020200,2025-04-22,,0.811774,2596157,25.3624142857143,85.7701428571429,0,0,0,75.8925714285714,59.0954571428571,27.2722714285714,30.2812,16.0,,,,,273270
2024-12-01,202449,85.0,85,85,85,0.039801504,3.27407,0,1,230440020244920200,2025-04-22,,0.7772926,2596157,25.1499714285714,87.5680714285714,1,0,0,76.2119857142857,58.8761428571429,27.1336,30.1841428571429,23.0,,,,,273270
2024-11-24,202448,99.0,99,99,99,0.34087113,3.8133287,0,1,230440020244820200,2025-04-22,,0.94427276,2596157,25.5736,84.0748142857143,0,0,0,70.8234285714286,49.9555,27.7476,31.3146285714286,36.0,,,,,273270
2024-11-17,202447,126.0,126,126,126,0.9801577,4.8533273,0,1,230440020244720200,2025-04-22,,1.3194723,2596157,25.5240285714286,85.1318142857143,0,0,0,72.0539571428571,51.1991,27.6488142857143,31.3945714285714,60.0,,,,,273270
2024-11-10,202446,104.0,104,104,104,0.86271346,4.005921,0,1,230440020244620200,2025-04-22,,1.1702871,2596157,25.0917142857143,83.7115857142857,0,0,0,70.4898428571429,49.7486142857143,27.3629714285714,31.1868428571429,29.0,,,,,273270
2024-11-03,202445,92.0,92,92,92,0.7846953,3.5436995,0,1,230440020244520200,2025-04-22,,1.1268668,2596157,25.1966,83.0970714285714,0,0,0,70.9280714285714,50.9969857142857,27.2497714285714,30.7582285714286,32.0,,,,,273270
2024-10-27,202444,90.0,90,90,90,0.90045905,3.4666624,0,1,230440020244420200,2025-04-22,,1.2223468,2596157,24.9967714285714,83.9632285714286,0,0,0,71.6940142857143,53.3194428571429,27.0724571428571,30.4418571428571,20.0,,,,,273270
2024-10-20,202443,88.0,88,88,88,0.9068246,3.3896255,0,1,230440020244320200,2025-04-22,,1.2329019,2596157,25.0575571428571,81.1263285714286,0,0,0,69.5292285714286,51.8372714285714,27.0171142857143,30.2330285714286,33.0,,,,,273270
2024-10-13,202442,64.0,64,64,64,0.1551496,2.4651823,0,1,230440020244220200,2025-04-22,,0.8425484,2596157,25.1879857142857,82.7410857142857,0,0,0,70.7104,51.2530571428571,27.2172857142857,30.8099857142857,31.0,,,,,273270
2024-10-06,202441,74.0,74,74,74,0.17845617,2.8503668,0,1,230440020244120200,2025-04-22,,0.864454,2596157,24.7637714285714,84.6022,0,0,0,71.5311428571429,50.9257428571429,26.9227285714286,30.6118857142857,38.0,,,,,273270
2024-09-29,202440,67.0,67,67,67,0.021439815,2.5807376,0,1,230440020244020200,2025-04-22,,0.724742,2596157,24.7784285714286,82.6834142857143,0,0,0,70.1453857142857,48.8298142857143,27.0434142857143,30.9573285714286,29.0,,,,,273270
2024-09-22,202439,92.0,92,92,92,0.38573512,3.5436995,0,1,230440020243920200,2025-04-22,,0.9586007,2596157,24.6138285714286,81.8137714285714,0,0,0,69.9068,47.8067,26.8899857142857,30.8406,40.0,,,,,273270
2024-09-15,202438,96.0,96,96,96,0.2891976,3.6977732,0,1,230440020243820200,2025-04-22,,0.9245112,2596157,24.1729142857143,81.4109857142857,0,0,0,67.2945857142857,42.7895857142857,26.9936857142857,31.2788857142857,35.0,,,,,273270
2024-09-08,202437,93.0,93,93,93,0.063648365,3.582218,0,1,230440020243720200,2025-04-22,,0.8092375,2596157,24.0892142857143,80.3500285714286,0,0,0,66.0684714285714,42.2500714285714,26.9528428571429,31.1027428571429,36.0,,,,,273270
2024-09-01,202436,96.0,96,96,96,0.04441976,3.6977732,0,1,230440020243620200,2025-04-22,,0.79346275,2596157,23.7948,80.2367571428571,0,0,0,65.7765142857143,42.1317857142857,26.6989714285714,30.9275285714286,36.0,,,,,273270
2024-08-25,202435,128.0,128,128,128,0.523517,4.9303646,0,1,230440020243520200,2025-04-22,,1.0074016,2596157,23.737,80.2882285714286,0,0,0,64.8645285714286,39.0932,26.8920714285714,31.3461714285714,56.0,,,,,273270
2024-08-18,202434,117.0,117,117,117,0.14211132,4.5066614,0,1,230440020243420200,2025-04-22,,0.87359774,2596157,23.9397714285714,80.9456571428571,0,0,0,68.0922,46.1947428571429,26.7508571428571,30.6671571428571,41.0,,,,,273270
2024-08-11,202433,123.0,123,123,123,0.2329297,4.737772,0,1,230440020243320200,2025-04-22,,0.9132412,2596157,24.0133142857143,81.7161857142857,0,0,0,67.6520714285714,44.4424714285714,26.7541428571429,30.674,50.0,,,,,273270
2024-08-04,202432,144.0,144,144,144,0.72384465,5.54666,0,1,230440020243220200,2025-04-22,,1.0737851,2596157,23.4599571428571,80.6795285714286,0,0,0,66.4034428571429,44.1747571428571,26.6737142857143,30.6335428571429,54.0,,,,,273270
2024-07-28,202431,136.0,136,136,136,0.38832203,5.238512,0,1,230440020243120200,2025-04-22,,0.96651345,2596157,24.1406571428571,82.8696,0,0,0,67.3363714285714,45.4639428571429,26.9521285714286,30.8272714285714,47.0,,,,,273270
2024-07-21,202430,127.0,127,127,127,0.065650865,4.8918457,0,1,230440020243020200,2025-04-22,,0.83466214,2596157,23.2043857142857,78.1195571428571,0,0,0,63.6158571428571,43.5033714285714,26.6804,30.6822714285714,25.0,,,,,273270
2024-07-14,202429,139.0,139,139,139,0.092710696,5.354068,0,1,230440020242920200,2025-04-22,,0.8584003,2596157,23.3861142857143,79.0412142857143,0,0,0,64.8215857142857,43.6523857142857,26.7147571428571,30.7932285714286,32.0,,,,,273270
2024-07-07,202428,155.0,155,155,155,0.19688845,5.970363,0,1,230440020242820200,2025-04-22,,0.9098391,2596157,23.8170142857143,88.0937428571429,1,0,0,75.2427,56.9557857142857,26.2311571428571,29.4699,61.0,,,,,273270
2024-06-30,202427,165.0,165,165,165,0.11807001,6.355548,0,1,230440020242720200,2025-04-22,,0.8814133,2596157,24.1752857142857,86.8245,0,0,0,75.1258142857143,55.1181285714286,26.5189142857143,29.5842714285714,89.0,,,,,273270
2024-06-23,202426,169.0,169,169,169,0.018458351,6.5096216,0,2,230440020242620200,2025-04-22,,0.80663013,2596157,24.0490571428571,89.457,1,0,0,78.9617285714286,60.3248428571429,26.3165,29.4256142857143,69.0,,,,,273270
2024-06-16,202425,169.0,169,169,169,0.006350492,6.5096216,0,2,230440020242520200,2025-04-22,,0.7755874,2596157,23.9831285714286,87.6322571428571,1,0,0,78.2237428571429,63.1445857142857,26.1356857142857,28.7374142857143,77.0,,,,,273270
2024-06-09,202424,236.0,236,236,236,0.6163176,9.09036,0,2,230440020242420200,2025-04-22,,1.0277741,2596157,24.4620142857143,87.8086857142857,1,0,1,78.4495428571429,64.1757857142857,26.6765142857143,29.3083142857143,99.0,,,,,273270
2024-06-02,202423,222.0,222,222,222,0.030361736,8.551101,0,2,230440020242320200,2025-04-22,,0.84329194,2596157,24.8285428571429,89.8402857142857,1,0,1,81.3444,69.4173285714286,26.6993428571429,28.8145285714286,111.0,,,,,273270
2024-05-26,202422,191.0,191,191,191,5.56722e-07,7.357028,0,2,230440020242220200,2025-04-22,,0.640524,2596157,24.5753857142857,92.3084714285714,1,0,1,83.8715428571429,70.7874428571428,26.1531714285714,28.4333,76.0,,,,,273270
2024-05-19,202421,288.0,288,288,288,0.033770125,11.09332,0,2,230440020242120200,2025-04-22,,0.863508,2596157,25.1647285714286,89.4689428571428,1,0,1,79.9139571428571,64.7714428571429,27.1240714285714,29.6903,119.0,,,,,273270
2024-05-12,202420,292.0,292,292,292,0.00017519097,11.247394,0,2,230440020242020200,2025-04-22,,0.7588401,2596157,25.1590571428571,91.9954285714286,1,0,1,84.8350142857143,73.8932428571429,26.9272714285714,29.1245,111.0,,,,,273270
2024-05-05,202419,330.0,330,330,330,9.2699054e-07,12.711096,0,2,230440020241920200,2025-04-22,,0.71123934,2596157,25.7903285714286,90.3114857142857,1,0,1,78.6628285714286,61.5792,27.8499571428571,30.5740714285714,113.0,,,,,273270
2024-04-28,202418,366.0,366,366,366,9.9187325e-12,14.09776,0,2,230440020241820200,2025-04-22,,0.64174694,2596157,25.0438285714286,93.8955,1,0,1,84.0549428571429,72.0282714285714,26.9660571428571,29.1444857142857,142.0,,,,,273270
2024-04-21,202417,455.0,455,455,455,5.901113e-11,17.525904,0,2,230440020241720200,2025-04-22,,0.6787467,2596157,24.9913,93.6127,1,0,1,84.9509,71.3928571428571,26.8258428571429,29.2972285714286,170.0,,,,,273270
2024-04-14,202416,551.0,551,551,551,4.8107795e-05,21.223679,0,2,230440020241620200,2025-04-22,,0.80076253,2596157,24.9911571428571,94.5744142857143,1,0,1,86.5664428571429,76.2026,27.0058142857143,29.3946714285714,194.0,,,,,273270
2024-04-07,202415,726.0,726,726,726,0.9950323,27.96441,0,3,230440020241520192,2025-04-14,,1.1503816,2596157,24.8972857142857,94.6578571428571,1,1,1,87.0187,75.0096571428572,26.7406857142857,29.3389285714286,232.0,,,,,273270
2024-03-31,202414,786.0,786,786,786,0.99999964,30.275518,0,2,230440020241420188,2025-04-10,,1.3073404,2596157,24.6702428571429,95.0402857142857,1,1,1,85.9439142857143,74.7174285714286,26.7441857142857,29.1712428571429,255.0,,,,,273270
2024-03-24,202413,554.0,554,554,554,0.054937597,21.339233,0,2,230440020241320178,2025-03-31,,0.910465,2596157,25.0155428571429,93.7712285714286,1,0,1,86.8493428571429,76.5381714285714,26.5588,28.7376142857143,150.0,,,,,273270
2024-03-17,202412,597.0,597,597,597,0.4677061,22.995527,0,2,230440020241220171,2025-03-24,,0.99532765,2596157,25.1074571428571,94.0290857142857,1,0,1,86.0844285714286,75.5940857142857,27.0112857142857,29.5342857142857,157.0,,,,,273270
2024-03-10,202411,617.0,617,617,617,0.98720104,23.765898,0,3,230440020241120165,2025-03-18,,1.1402925,2596157,25.5582857142857,92.6594714285714,1,1,1,85.6106428571429,75.9961714285714,27.3498857142857,29.6925714285714,126.0,,,,,273270
2024-03-03,202410,643.0,643,643,643,1.0,24.767378,0,3,230440020241020157,2025-03-10,,1.4400126,2596157,24.9998,92.8041285714286,1,1,1,86.1271142857143,78.5725285714286,26.7316428571429,28.6962571428571,120.0,,,,,273270
2024-02-25,202409,562.0,562,562,562,1.0,21.64738,0,3,230440020240920153,2025-03-06,,1.5955204,2596157,24.7347142857143,94.0105428571429,1,1,1,85.5646,76.0527714285714,26.6136571428571,28.794,113.0,,,,,273270
2024-02-18,202408,449.0,449,449,449,1.0,17.294794,0,3,230440020240820145,2025-02-26,,1.554519,2596157,24.6576428571429,94.9126142857143,1,1,1,88.2222857142857,79.2990571428572,26.1685571428571,28.0199,64.0,,,,,273270
2024-02-11,202407,336.0,336,336,336,0.99970233,12.942206,0,3,230440020240720137,2025-02-18,,1.3287274,2596157,24.9973428571429,92.0661571428572,1,1,1,83.7216428571429,72.6342571428571,27.0649571428571,29.3757857142857,35.0,,,,,273270
2024-02-04,202406,262.0,262,262,262,0.97901434,10.09184,0,3,230440020240620130,2025-02-11,,1.2044095,2596157,25.7857142857143,88.5176142857143,1,1,1,78.3011571428571,63.5530428571429,27.8377714285714,30.4632,47.0,,,,,273270
2024-01-28,202405,275.0,275,275,275,0.99999505,10.59258,0,3,230440020240520122,2025-02-03,,1.518963,2596157,26.3641428571429,87.5147857142857,1,1,1,75.9815857142857,59.0376857142857,28.3619285714286,31.2040428571429,52.0,,,,,273270
2024-01-21,202404,211.0,211,211,211,0.99931175,8.127398,0,3,230440020240420116,2025-01-28,,1.4030156,2596157,26.5559714285714,85.3966714285714,0,1,1,75.457,62.6598285714286,28.3332428571429,30.7940857142857,44.0,,,,,273270
2024-01-14,202403,184.0,184,184,184,0.99996257,7.087399,0,1,230440020240320109,2025-01-21,,1.5886705,2596157,25.8520285714286,85.9814857142857,0,1,1,73.5593857142857,55.1256714285714,28.0517857142857,31.2447571428571,19.0,,,,,273270
2024-01-07,202402,137.0,137,137,137,0.99999964,5.2770305,0,1,230440020240220102,2025-01-14,,2.047649,2596157,25.8815428571429,86.5428571428571,0,0,0,74.7278142857143,59.7838571428571,28.0134857142857,30.8672285714286,17.0,,,,,273270
2023-12-31,202401,145.0,145,145,145,1.0,5.5851784,0,2,230440020240120095,2025-01-07,,2.9065628,2596157,25.4375142857143,89.6568857142857,1,0,0,79.4173,65.3315714285714,27.4476142857143,30.2493142857143,16.0,,,,,273270
2023-12-24,202352,34.0,34,34,34,0.00055594963,1.309628,0,1,230440020235220087,2024-12-30,,0.51351243,2596157,25.6526285714286,89.9080714285714,1,0,0,80.1219571428571,65.7411285714286,27.5230571428571,30.1725285714286,12.0,,,,,273270
2023-12-17,202351,27.0,27,27,27,2.2823754e-09,1.0399988,0,1,230440020235120080,2024-12-23,,0.3067752,2596157,25.1881857142857,89.5862428571429,1,0,0,80.2200428571429,65.7815,27.1429,29.7867714285714,13.0,,,,,273270
2023-12-10,202350,72.0,72,72,72,0.013755276,2.77333,0,1,230440020235020073,2024-12-16,,0.7140014,2596157,26.1220285714286,81.8280714285714,0,0,0,69.4611,49.5906857142857,28.1662571428571,31.6457428571429,26.0,,,,,273270
2023-12-03,202349,96.0,96,96,96,0.27526376,3.6977732,0,1,230440020234920066,2024-12-09,,0.919252,2596157,25.8696285714286,84.6777857142857,0,0,0,72.8869285714286,54.4661285714286,27.907,31.3259,35.0,,,,,273270
2023-11-26,202348,99.0,99,99,99,0.41235006,3.8133287,0,1,230440020234820059,2024-12-02,,0.9693068,2596157,25.3601571428571,85.3865857142857,0,0,0,74.7915142857143,58.9348285714286,27.1316142857143,30.0711428571429,31.0,,,,,273270
2023-11-19,202347,120.0,120,120,120,0.82170916,4.6222167,0,1,230440020234720055,2024-11-28,,1.1303092,2596157,26.0570428571429,83.1871714285714,0,0,0,70.9302285714286,53.6985142857143,28.0311714285714,31.3003571428571,31.0,,,,,273270
2023-11-12,202346,87.0,87,87,87,0.02594922,3.3511071,0,1,230440020234620046,2024-11-19,,0.7598646,2596157,26.2086857142857,81.7506571428572,0,0,0,73.6239714285714,61.0625714285714,27.7914857142857,30.1008428571429,27.0,,,,,273270
2023-11-05,202345,108.0,108,108,108,0.16281383,4.159995,0,1,230440020234520038,2024-11-11,,0.8787316,2596157,26.2291714285714,80.8084285714286,0,0,0,72.8426,59.2149,27.6618428571429,29.9072,25.0,,,,,273270
2023-10-29,202344,118.0,118,118,118,0.16711347,4.54518,0,1,230440020234420032,2024-11-05,,0.8853751,2596157,26.0779,83.7596142857143,0,0,0,74.7214285714286,60.4526142857143,27.5715,29.9492857142857,29.0,,,,,273270
2023-10-22,202343,118.0,118,118,118,0.04345709,4.54518,0,1,230440020234320026,2024-10-30,,0.80970955,2596157,25.6086571428571,83.2198857142857,0,0,0,75.1556714285714,61.9777857142857,27.1238571428571,29.4365857142857,36.0,,,,,273270
2023-10-15,202342,137.0,137,137,137,0.13712144,5.2770305,0,1,230440020234220018,2024-10-22,,0.8800581,2596157,25.8523285714286,81.7476,0,0,0,73.7511285714286,58.2523428571429,27.1875428571429,29.6830857142857,31.0,,,,,273270
2023-10-08,202341,139.0,139,139,139,0.12559131,5.354068,0,1,230440020234120011,2024-10-15,,0.87550336,2596157,25.8240714285714,83.5840571428571,0,0,0,75.4515,61.2346857142857,27.3285428571429,29.7803571428571,37.0,,,,,273270
2023-10-01,202340,174.0,174,174,174,0.6888137,6.7022142,0,1,230440020234020004,2024-10-08,,1.054899,2596157,25.8870857142857,81.9650714285714,0,0,1,73.0123857142857,57.8764,27.3563714285714,29.8938142857143,58.0,,,,,273270
2023-09-24,202339,146.0,146,146,146,0.037560157,5.623697,0,1,230440020233919997,2024-10-01,,0.82038105,2596157,25.4567285714286,84.3451714285714,0,0,0,74.7017857142857,59.1700285714286,27.0865285714286,29.6576285714286,43.0,,,,,273270
2023-09-17,202338,169.0,169,169,169,0.095017225,6.5096216,0,1,230440020233819989,2024-09-23,,0.87146235,2596157,25.3625857142857,83.6263857142857,0,0,0,73.1797285714286,55.4167428571429,27.2870428571429,30.2112285714286,38.0,,,,,273270
2023-09-10,202337,168.0,168,168,168,0.03573268,6.471103,0,1,230440020233719983,2024-09-17,,0.8290671,2596157,25.0784857142857,83.2024,0,0,0,73.2693142857143,55.4258571428571,27.0606285714286,29.8577571428571,66.0,,,,,273270
2023-09-03,202336,208.0,208,208,208,0.63347375,8.011842,0,1,230440020233619978,2024-09-12,,1.0342671,2596157,25.0007571428571,82.2468142857143,0,0,1,71.6838571428571,50.8919142857143,27.1385285714286,30.1451,79.0,,,,,273270
2023-08-27,202335,201.0,201,201,201,0.6313534,7.742213,0,1,230440020233519969,2024-09-03,,1.0342826,2596157,25.2302857142857,86.596,0,0,1,76.5039142857143,60.7723714285714,26.9635571428571,29.5744428571429,92.0,,,,,273270
2023-08-20,202334,217.0,217,217,217,0.81203735,8.358508,0,1,230440020233419962,2024-08-27,,1.090658,2596157,24.9757571428571,85.0800714285714,0,0,1,76.7486428571429,62.2910285714286,26.7451428571429,29.2044428571429,112.0,,,,,273270
2023-08-13,202333,179.0,179,179,179,0.05068797,6.8948064,0,1,230440020233319955,2024-08-20,,0.84708846,2596157,24.6112428571429,83.1656285714286,0,0,1,71.2544857142857,52.9888857142857,26.8464,29.8522428571429,85.0,,,,,273270
2023-08-06,202332,191.0,191,191,191,0.053799525,7.357028,0,1,230440020233219948,2024-08-13,,0.8537522,2596157,24.7979714285714,84.3689714285714,0,0,1,73.7571857142857,54.8122285714286,26.9156571428571,29.7816571428571,76.0,,,,,273270
2023-07-30,202331,230.0,230,230,230,0.18026046,8.859248,0,1,230440020233119941,2024-08-06,,0.91995263,2596157,24.9856428571429,85.3847285714286,0,0,1,73.5450714285714,53.3074285714286,27.0552,30.1329142857143,94.0,,,,,273270
2023-07-23,202330,203.0,203,203,203,0.00018107185,7.8192496,0,1,230440020233019933,2024-07-29,,0.72181267,2596157,24.7261571428571,83.6826428571429,0,0,1,71.8198285714286,53.4169285714286,27.0679285714286,30.0413857142857,103.0,,,,,273270
2023-07-16,202329,244.0,244,244,244,0.022602735,9.398507,0,1,230440020232919928,2024-07-24,,0.8407277,2596157,24.7280142857143,81.8955428571429,0,0,1,70.5572571428571,52.9412285714286,27.0278,29.7146428571429,118.0,,,,,273270
2023-07-09,202328,302.0,302,302,302,0.7457579,11.632579,0,2,230440020232819919,2024-07-15,,1.0560201,2596157,24.8787857142857,87.07,1,0,1,77.6416142857143,61.6620142857143,26.7830142857143,29.3930571428571,155.0,,,,,273270
2023-07-02,202327,313.0,313,313,313,0.73024046,12.056282,0,1,230440020232719913,2024-07-09,0,1.0508741,2596157,26.35,86.2808227,0,0,1,83.0783313,79.5610931,26.675,27,126.0,,,,,273270
2023-06-25,202326,252.0,252,252,252,0.0024557181,9.706655,0,1,230440020232619904,2024-06-30,0,0.7897414,2596157,26.2105263157895,83.4131688421053,0,0,1,81.7296067368421,80.0558203157895,26.4999998947368,26.7368421052632,99.0,,,,,273270
2023-06-18,202325,309.0,309,309,309,0.10223515,11.902207,0,1,230440020232519898,2024-06-24,0,0.9052769,2596157,26.8421052631579,83.7576492105263,0,0,1,83.1661505789474,82.7415512105263,26.9122806315789,27.0526315789474,143.0,,,,,273270
2023-06-11,202324,316.0,316,316,316,0.03839012,12.171837,0,2,230440020232419884,2024-06-10,,0.87284416,2596157,25.0245857142857,89.0059857142857,1,0,1,80.5530428571429,66.7357571428571,26.8701142857143,29.0751714285714,152.0,,,,,273270
2023-06-04,202323,344.0,344,344,344,0.14013372,13.250354,0,2,230440020232319884,2024-06-10,,0.9225278,2596157,25.5532142857143,87.7083142857143,1,0,1,80.4054857142857,67.4700857142857,27.2109714285714,29.3955,167.0,,,,,273270
2023-05-28,202322,363.0,363,363,363,0.27333152,13.982205,0,1,230440020232219876,2024-06-02,0,0.9567388,2596157,27.4090909090909,84.7404584545455,0,0,1,83.4187548181818,82.4098184545455,27.4772727272727,27.5454545454545,178.0,,,,,273270
2023-05-21,202321,399.0,399,399,399,0.45749497,15.36887,0,1,230440020232119869,2024-05-26,0,0.9924889,2596157,25.5714285714286,91.8974085714286,1,0,1,82.9635585714286,72.0462855714286,27.5059522857143,29.5714285714286,202.0,,,,,273270
2023-05-14,202320,342.0,342,342,342,0.002550095,13.173317,0,1,230440020232019862,2024-05-19,0,0.81592095,2596157,26.76,88.68801024,1,0,1,82.12363944,74.66627164,27.94,29.12,151.0,,,,,273270
2023-05-07,202319,417.0,417,417,417,0.39646262,16.062202,0,1,230440020231919855,2024-05-12,0,0.98207337,2596157,27.4,84.7532768,0,0,1,80.4507546,74.7840691,28,29,202.0,,,,,273270
2023-04-30,202318,447.0,447,447,447,0.599547,17.217756,0,1,230440020231819848,2024-05-05,0,1.0170758,2596157,27.1,86.5953904,0,0,1,85.6935366,85.5005954,27.2333332,27.3,187.0,,,,,273270
2023-04-23,202317,391.0,391,391,391,0.016021218,15.060722,0,2,230440020231719841,2024-04-28,0,0.86269116,2596157,25.1428571428571,93.5346714285714,1,0,1,81.4073677142857,67.7129744285714,27.2559525714286,30.2857142857143,114.0,,,,,273270
2023-04-16,202316,458.0,458,458,458,0.17306688,17.64146,0,2,230440020231619835,2024-04-22,0,0.94055694,2596157,25.2857142857143,94.2747964285714,1,0,1,82.1057221428571,66.4866514285714,27.7678571428571,30.5714285714286,153.0,,,,,273270
2023-04-09,202315,467.0,467,467,467,0.00022630049,17.988127,0,2,230440020231519827,2024-04-14,0,0.80468535,2596157,24.4285714285714,95.0448171428571,1,0,1,84.8817374285714,69.1412817142857,26.7797617142857,30.1428571428571,166.0,,,,,273270
2023-04-02,202314,414.0,414,414,414,0.0,15.946648,0,2,230440020231419821,2024-04-08,0,0.6014139,2596157,24.1428571428571,96.6925528571429,1,0,1,87.0079291428571,69.7779632857143,26.2976191428571,29.5714285714286,122.0,,,,,273270
2023-03-26,202313,583.0,583,583,583,4.132523e-06,22.456268,0,2,230440020231319814,2024-04-01,0,0.78231484,2596157,25.4583333333333,91.7764849166667,1,0,1,86.9498855,80.2670434166667,26.2881945,27.375,205.0,,,,,273270
2023-03-19,202312,730.0,730,730,730,0.4609233,28.118484,0,1,230440020231219808,2024-03-26,0,0.994886,2596157,24.2307692307692,94.21723,1,0,1,81.7898036153846,67.3970634615385,26.8653849230769,29.8461538461538,211.0,,,,,273270
2023-03-12,202311,783.0,783,783,783,0.9996783,30.159964,0,3,230440020231119800,2024-03-18,0,1.1976687,2596157,26.1818181818182,89.9016550909091,1,1,1,88.4880111818182,87.0743696818182,26.3181818181818,26.4545454545455,256.0,,,,,273270
2023-03-05,202310,760.0,760,760,760,1.0,29.274038,0,3,230440020231019794,2024-03-12,0,1.466703,2596157,27.7,82.33815965,0,1,1,81.3592934,80.3804283,27.85,28,268.0,,,,,273270
2023-02-26,202309,713.0,713,713,713,1.0,27.46367,0,3,230440020230919786,2024-03-04,0,1.8207539,2596157,26.9130434782609,85.0126223478261,0,1,1,83.7531966956522,82.5229054782609,27.0289853913043,27.2608695652174,242.0,,,,,273270
2023-02-19,202308,506.0,506,506,506,1.0,19.490347,0,3,230440020230819780,2024-02-27,0,1.5995725,2596157,25.2916666666667,91.3647552083333,1,1,1,82.8142120416667,71.8143407916667,27.0225694166667,29.375,208.0,,,,,273270
